order_id,product_id,product_name,category,customer_name,city,phone_number,country_code,payment_mode,amount,quantity,order_date
ORD0425,PRD001,Cotton Kurti,Apparel,Aarav Shah,Bangalore,9yxa1zzxc3,IN,Net Banking,7105.02,2,2025-01-31
ORD0426,PRD012,Vitamin C Tablets,Health,Kavya Menon,Ahmedabad,8635860024,IN,Wallet,3308.38,5,2024-12-21
ORD0427,PRD013,Denim Jacket,Apparel,Neha Agarwal,Hyderabad,8957078297,IN,Wallet,5970.71,2,2024-07-12
ORD0428,PRD005,Running Shoes,Footwear,Vikram Singh,Bangalore,9310691309,IN,Wallet,216.62,5,2024-07-19
ORD0429,PRD010,Smart Watch,Electronics,Priya Patel,Bangalore,6447150027,IN,Net Banking,3317.53,5,2024-04-23
ORD0430,,Non-stick Pan,Kitchen,Ritika Bose,Bangalore,6721070971,IN,Debit Card,7503.36,2,2024-06-26
ORD0431,PRD011,Resistance Bands,Sports,Gaurav Malhotra,Delhi,3617918,IN,Wallet,6765.24,3,2024-08-16
ORD0432,PRD004,Face Serum,Beauty,Rajesh Kulkarni,Delhi,6574950,IN,Debit Card,2714.25,1,2025-01-03
ORD0433,PRD008,Protein Powder,Health,Sunita Desai,Kolkata,8345155074,IN,Credit Card,8867.61,4,2025-03-27
ORD0434,PRD007,Laptop Bag,Accessories,Sneha Gupta,Ahmedabad,9432514526,IN,Net Banking,6578.5,2,2024-03-24
ORD0435,PRD014,Bluetooth Speaker,Electronics,Priya Patel,Chennai,9813635764,IN,UPI,3322.43,1,2024-02-07
ORD0436,PRD007,Laptop Bag,Accessories,Ananya Iyer,Delhi,8635584024,IN,Net Banking,9428.97,1,2024-06-22
ORD0437,PRD015,Non-stick Pan,Kitchen,Ritika Bose,Mumbai,6674755608,IN,Cash,9434.93,2,2024-11-06
ORD0438,PRD001,Cotton Kurti,Apparel,Sneha Gupta,Pune,9975308329,IN,Credit Card,9748.1,4,2024-12-22
ORD0439,PRD012,Vitamin C Tablets,Health,Shreya Das,Chennai,9692705,IN,Wallet,2957.93,2,2024-02-19
ORD0440,PRD009,Silk Saree,Apparel,Aditya Saxena,Ahmedabad,92zyabz3yb,IN,Credit Card,733.15,1,2024-08-06
ORD0441,PRD013,Denim Jacket,Apparel,Siddharth Roy,Ahmedabad,7664416298,IN,Cash,8968.8,3,2024-02-16
ORD0442,PRD003,Yoga Mat,Sports,Neha Agarwal,Kolkata,7131297865,IN,Debit Card,2027.51,1,2024-05-14
ORD0443,PRD004,Face Serum,Beauty,Aditya Saxena,Chennai,9471107346,IN,Net Banking,803.07,1,2024-02-13
ORD0444,PRD009,Silk Saree,Apparel,Kavya Menon,Surat,8300016872,IN,Credit Card,5624.3,4,2025-02-23
ORD0445,PRD011,Resistance Bands,Sports,Riya Chopra,Ahmedabad,682647,IN,Net Banking,8839.21,4,2024-06-02
ORD0446,PRD009,Silk Saree,Apparel,Manish Tiwari,Jaipur,91b332bx3x,IN,Net Banking,6838.84,5,2024-03-16
ORD0447,PRD014,Bluetooth Speaker,Electronics,Suresh Pillai,Bangalore,7706626708,IN,Net Banking,2726.29,1,2024-02-14
ORD0448,PRD009,Silk Saree,Apparel,Rahul Verma,Chennai,8523620074,IN,Net Banking,4688.94,1,2025-02-06
ORD0449,PRD009,Silk Saree,Apparel,Meera Bhatt,Kolkata,9257206064,IN,UPI,4260.54,2,2024-10-17
ORD0450,PRD002,Wireless Earbuds,Electronics,Sana Mirza,Delhi,7476906868,IN,Net Banking,7838.54,3,2025-03-20
ORD0451,PRD015,Non-stick Pan,Kitchen,Kavya Menon,Chennai,6739592196,IN,Cash,6615.92,5,2024-11-07
ORD0452,PRD005,Running Shoes,Footwear,Siddharth Roy,Bangalore,9775094300,IN,Net Banking,6163.82,4,2024-01-20
ORD0453,PRD006,Stainless Steel Bottle,Kitchen,Rajesh Kulkarni,Hyderabad,5184418,IN,UPI,7507.35,3,2024-07-09
ORD0454,PRD005,Running Shoes,Footwear,Arjun Nair,Ahmedabad,9194268714,IN,Wallet,6910.55,2,2024-03-09
ORD0455,PRD008,Protein Powder,Health,Vivek Pandey,Pune,9x3xyyxa2a,IN,Debit Card,7341.23,5,2024-11-26
ORD0456,PRD012,Vitamin C Tablets,Health,Nikhil Rao,Kolkata,6746196273,IN,Credit Card,7848.06,5,2025-03-26
ORD0457,PRD004,Face Serum,Beauty,Gaurav Malhotra,Hyderabad,9026379752,IN,UPI,2644.0,4,2024-01-26
ORD0458,PRD004,Face Serum,Beauty,Arjun Nair,Pune,6348955,IN,Cash,5149.24,1,2024-12-14
ORD0459,PRD008,Protein Powder,Health,Aisha Khan,Ahmedabad,7478538226,IN,Credit Card,9612.1,4,2024-10-27
ORD0460,PRD003,Yoga Mat,Sports,Aditya Saxena,Chennai,933006,IN,Wallet,8341.53,1,2024-05-25
ORD0461,PRD003,Yoga Mat,Sports,Riya Chopra,Surat,8798546298,IN,Credit Card,8598.69,2,28/07/2024
ORD0462,PRD009,Silk Saree,Apparel,Aarav Shah,Mumbai,6961084962,IN,Cash,9131.85,2,2024-11-03
ORD0463,PRD005,Running Shoes,Footwear,Aisha Khan,Chennai,9657534761,IN,Wallet,9675.84,3,2024-08-04
ORD0464,PRD006,Stainless Steel Bottle,Kitchen,Amit Kumar,Chennai,8510353238,IN,Credit Card,4772.64,5,2025-02-26
ORD0465,PRD002,Wireless Earbuds,Electronics,Aarav Shah,Jaipur,8615850281,IN,Wallet,9670.56,3,2024-10-14
ORD0466,PRD005,Running Shoes,Footwear,Divya Joshi,Delhi,7189211712,IN,Cash,824.6,3,2024-11-23
ORD0467,PRD005,Running Shoes,Footwear,Suresh Pillai,Chennai,9446126047,IN,Credit Card,1668.31,2,2024-01-30
ORD0468,PRD013,Denim Jacket,Apparel,Aisha Khan,Kolkata,8444531,IN,Wallet,3330.94,2,2025-01-04
ORD0469,PRD005,Running Shoes,Footwear,Arjun Nair,Kolkata,8456903534,IN,Cash,4004.09,1,2024-10-25
ORD0470,PRD014,Bluetooth Speaker,Electronics,Karan Mehta,Pune,9893501680,IN,Wallet,7190.02,5,2024-11-22
ORD0471,PRD011,Resistance Bands,Sports,Neha Agarwal,Jaipur,8021988477,IN,Debit Card,8484.11,5,2024-04-02
ORD0472,PRD003,Yoga Mat,Sports,Sunita Desai,Chennai,8810775408,IN,Wallet,8120.77,2,2024-12-14
ORD0473,PRD002,Wireless Earbuds,Electronics,Pooja Reddy,Pune,7422996266,IN,Credit Card,7492.26,3,2024-08-03
ORD0474,PRD006,Stainless Steel Bottle,Kitchen,Arjun Nair,Surat,9890757,IN,Debit Card,4743.85,1,2024-08-28
ORD0475,PRD010,Smart Watch,Electronics,Aisha Khan,Delhi,7639256813,IN,Cash,8915.38,5,2024-03-02
ORD0476,,Silk Saree,Apparel,Divya Joshi,Kolkata,7471755952,IN,UPI,8733.32,2,2024-03-11
ORD0477,PRD007,Laptop Bag,Accessories,Manish Tiwari,Ahmedabad,9c3cayb1zb,IN,Credit Card,3299.56,2,2025-02-02
ORD0478,PRD013,Denim Jacket,Apparel,Vivek Pandey,Delhi,8050418568,IN,Credit Card,6220.9,4,2024-07-25
ORD0479,PRD007,Laptop Bag,Accessories,Aarav Shah,Mumbai,9250636259,IN,Net Banking,2153.26,3,2024-01-08
ORD0480,PRD014,Bluetooth Speaker,Electronics,Nikhil Rao,Hyderabad,7478971008,IN,UPI,6831.13,2,2024-04-25
ORD0481,PRD005,Running Shoes,Footwear,Vikram Singh,Delhi,867026,IN,Cash,5131.7,3,2024-03-26
ORD0482,PRD005,Running Shoes,Footwear,Divya Joshi,Ahmedabad,8949698295,IN,Wallet,5297.83,5,2024-06-21
ORD0483,PRD003,Yoga Mat,Sports,Rahul Verma,Ahmedabad,6981049082,IN,Debit Card,7550.13,2,2025-02-19
ORD0484,PRD004,Face Serum,Beauty,Sunita Desai,Bangalore,,IN,Credit Card,7392.95,5,2024-09-15
ORD0485,PRD006,Stainless Steel Bottle,Kitchen,Rajesh Kulkarni,Mumbai,6208679403,IN,Cash,8789.13,3,2025-01-29
ORD0486,PRD010,Smart Watch,Electronics,Priya Patel,Delhi,9xbc1b1axa,IN,Wallet,8392.98,1,2024-12-19
ORD0487,PRD009,Silk Saree,Apparel,Arjun Nair,Surat,8197239905,IN,Net Banking,7066.12,4,2025-03-01
ORD0488,PRD012,Vitamin C Tablets,Health,Aisha Khan,Delhi,6857917067,IN,Debit Card,1316.32,1,02/02/2025
ORD0489,PRD005,Running Shoes,Footwear,Aditya Saxena,Jaipur,,IN,Credit Card,3706.63,4,2024-05-31
ORD0490,PRD009,Silk Saree,Apparel,Ritika Bose,Hyderabad,1593219,IN,Wallet,9343.62,3,2024-04-30
ORD0491,PRD015,Non-stick Pan,Kitchen,Sneha Gupta,Surat,9107682060,IN,Wallet,5041.22,1,2025-02-03
ORD0492,PRD012,Vitamin C Tablets,Health,Sneha Gupta,Chennai,6428676004,IN,Wallet,2464.37,3,2024-05-15
ORD0493,PRD014,Bluetooth Speaker,Electronics,Ananya Iyer,Mumbai,6408015311,IN,Debit Card,3729.1,3,2024-08-06
ORD0494,PRD014,Bluetooth Speaker,Electronics,Vivek Pandey,Mumbai,7879969532,IN,UPI,8548.59,2,2024-06-17
ORD0495,PRD010,Smart Watch,Electronics,Arjun Nair,Delhi,7960818751,IN,Debit Card,8185.65,2,2024-02-28
ORD0496,PRD005,Running Shoes,Footwear,Aditya Saxena,Kolkata,6716309186,IN,Wallet,8535.58,4,2024-11-28
ORD0497,PRD002,Wireless Earbuds,Electronics,Vikram Singh,Mumbai,8913676335,IN,Credit Card,1215.39,5,2024-09-04
ORD0498,PRD008,Protein Powder,Health,Ananya Iyer,Surat,9779357509,IN,Cash,7834.81,5,2024-01-15
ORD0499,PRD014,Bluetooth Speaker,Electronics,Sunita Desai,Bangalore,6197449658,IN,Cash,9218.9,1,2025-03-30
ORD0500,PRD002,Wireless Earbuds,Electronics,Arjun Nair,Pune,9108583686,IN,UPI,7103.77,5,2025-01-27
